word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,tense,plural,detail,audio,audio_uk,audio_us
sextette,seks'tet,,"n. 六重唱, 六重唱曲, 六重奏, 六重唱的演出小组, 曲棍球队",,,,,,,,,,,,
sexto,'sekstәu,,n. 六开本,,,,,,,,,,,,
sextodecimo,.sekstәu'desimәu,,"n. 十六开本, 十六开纸",,,,,,,,,,,,
sexton,'sekstәn,n. United States poet (1928-1974)\nn. an officer of the church who is in charge of sacred objects,n. 教堂司事,,,,,34420,29359,,,,,,
sextuple,'sekstjupl,s. having six units or components,"a. 六倍的, 六重的, 由六个部分构成的\nn. 六倍\nvt. (使)变成六倍\nvi. (使)变成六倍",,,,,,,,,,,,
sextuplet,seks'tju:plit,,"n. 六胞胎之一, 六个一组\n[医] 六胎儿",,,,,,30891,,,,,,
sextuplicate,seks'tju:plikeit,,a. 重复六次的\nn. 相同的六份\nvt. 把...打印成六份,,,,,,,,,,,,
sexual,'sekʃuәl,a. of or relating to or characterized by sexuality\na. having or involving sex,"a. 性的, 性别的\n[医] 性的; 性欲的",,4,1,cet4 cet6,1383,908,,,,,,
sexual harassment,ˈseksjuəl ˈhærəsmənt,, 性骚扰,,1,,,,,,,,,,
sexual intercourse,ˈseksjuəl ˈintəkɔ:s,,n. 性交; 性关系,,1,,,,,,,,,,
sexualise,"'seksjjәlaiz, -ʃjә-",,"vt. 使有性别, 使有性的特征",,,,,,,,,,,,
sexuality,.sekʃu'æliti,,"n. 性征, 性行为, 性欲\n[医] 性别, 性欲",,2,,,4618,4187,,,,,,
sexualization,",sɛʃʊəlaɪ'zeʃən",, [医]雌雄鉴别（家禽的），性化（作用）,,,,,,36110,,,,,,
sexualize,'sekʃuәlaiz,"v. make sexual, endow with sex, attribute sex to","vt. 使有性别, 使有性特征",,,,,,29222,,,,,,
sexualized,'seksjʊəlaɪz; 'sekʃʊəlaɪz,,vt. 使有性特征；使有性别,,,,,,29068,,,,,,
sexually,,r. with respect to sexuality\nr. by sexual means,adv. 性别地；两性之间地,,,1,,5578,3549,,,,,,
sexualually,,,"ad. 性别, 性, 关于性生活, 关于两性, 有性",,,,,,,,,,,,
sexy,'seksi,a. marked by or tending to arouse sexual desire or interest,"a. 有性感的, 色情的",,2,,,7253,3750,,,,,,
sey,sai,,n. 一块牛肉,,,,,,,,,,,,
Seychelles,sei'ʃelz,n. a republic on the Seychelles islands; achieved independence from the United Kingdom in 1976\nn. a group of about 90 islands in the western Indian Ocean to the north of Madagascar,n. 塞舌尔,,,,,24190,,,,,,,
Seyler's classification,,,[机] 赛勒分类法,,,,,,,,,,,,
seymour,"'si:mɔ:, 'seimɔ:",n. Queen of England as the third wife of Henry VIII and mother of Edward VI (1509-1537),n. 西摩（男子名）,,,,,12728,,,,,,,
SF,,,"[计] 比例因子, 栈前, 栈满",,,,,17394,,,,,,,
SFA,,,abbr. 苏格兰足球协会（Scottish Football Association）；空间频率分析仪（Spatial Frequency Analyzer）,,,,,18043,,,,,,,
SFC,,,[化] 超临界流体色谱法,,,,,,,,,,,,
sferics,'sfiәriks,,"n. 天电, 天电学, 风暴电子探测器",,,,,,,,,,,,
sferics receiver,,,[电] 空中干扰接收器,,,,,,,,,,,,
SFL,,,[计] 衬底馈电逻辑,,,,,,,,,,,,
SFO,,,abbr. 旧金山（San Francisco）；太空飞行操作（Space Flight Operations）；严重欺诈办公室（Serious Fraud Office）,,,,,44001,,,,,,,
sforza,,,n. (Sforza)人名；(匈)什福尔佐；(西)斯福尔萨；(意)斯福尔扎,,,,,,,,,,,,
sfp,,,abbr. 系统文件保护（System File Protection）；烧过燃料贮存池；滤器屏压（Screen Filter Pressure）,,,,,,,,,,,,
sfs,,,abbr. 芬兰标准协会（Finnish Standards Association）；超萤光光纤光源（superfluorescent fiber source）；财经事务局局长（Secretary for Financial Services）；灵活燃料技术,,,,,,,,,,,,
SG,,,[计] 系统生成程序\n[医] 磺胺胍,,,,,27557,,,,,,,
sg iron,,,[机] 球状石墨铸铁,,,,,,,,,,,,
sga,,,abbr. substantial gainful activity 执著的惟利是图的行为,,,,,32297,,,,,,,
sge,,,abbr. 上海黄金交易所（Shanghai Gold Exchange）；可分离的控制装置（Severable Government Equipment）,,,,,,,,,,,,
sgi,,,n. 美国图形工作站生产厂商,,,,,,,,,,,,
SGML,,,[计] 标准广义标记语言,,,,,31410,,,,,,,
Sgr,,,abbr. 无铀伽马；钠石墨反应堆（Sodium Graphite Reactor）,,,,,32249,,,,,,,
sgraffito,skræ'fi:tәu,n. a ceramic or mural decoration made by scratching off a surface layer to reveal the ground,"n.五彩拉毛粉饰, 五彩拉毛陶瓷",,,,,,41365,,,,,,
sgs,,,n. 欧洲著名的SGS-汤姆逊电子集团,,,,,,,,,,,,
SGT,,,[计] 段表,,,,,10925,,,,,,,
sh,ʃ,,interj. 嘘,,1,,,8393,13910,,,,,,
sha,ʃɔ:,,abbr. 恒星时角（Sideral Hour Angle）,,,,,,,,,,,,
shabbat,ʃə'bɑ:t; 'ʃɑ:; 'ʃɑ:bəs,,n. （犹太教）安息日（等于Shabbos，Shabbas）,,,,,,,,,,,,
shabbily,'ʃæbili,r. so as to appear worn and threadbare or dilapidated\nr. in a mean and ungenerous manner,"ad. 衣衫褴褛地, 不体面地, 卑鄙地",,,,,35908,31034,,,,,,
shabbiness,'ʃæbinis,n. a lack of elegance as a consequence of wearing threadbare or dirty clothing,"n. 衣衫褴褛, 吝啬, 卑鄙",,,,,35404,34065,,,,,,
shabby,'ʃæbi,s. mean and unworthy and despicable,"a. 衣衫褴褛的, 低劣的, 破旧的, 吝啬的, 卑鄙的",,1,,gk cet6 ky toefl ielts,10225,9632,,,,,,
shabby-genteel,'ʃæbidʒen'ti:l,s. trying to maintain dignity and self respect despite shabbiness,a. 死要面子的,,,,,,,,,,,,
shabnam,,,沙布南薄纱,,,,,,,,,,,,
shabrack,'ʃæbræk,,n. 鞍褥,,,,,,,,,,,,
shabu,,,n. (Shabu)人名；(阿拉伯)沙布,,,,,,,,,,,,
shack,ʃæk,,"n. 陋屋, 棚屋\nvi. 居住, 暂住",,1,,,14867,6377,,,,,,
shack up,,,"过夜, 与...同居, 与...同住",,,,,,,,,,,,
shack up in,,,过夜于,,,,,,,,,,,,
shack up with,,,与...同居,,,,,,,,,,,,
shackle,'ʃækl,n. a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner)\nn. a U-shaped bar; the open end can be passed through chain links and closed with a bar,"n. 桎梏, 束缚物\nvt. 加枷锁, 束缚",,1,,toefl,19751,15335,,,,,,
shackled,ˈʃækəld,,v. 给（某人）带上手铐或脚镣( shackle的过去式和过去分词 ),,,,,,39352,,,,,,
shackleford,,,n. (Shackleford)人名；(英)沙克尔福,,,,,,,,,,,,
shackles,,,n. 手铐，脚镣；塞古,,,,,,,,,,,,
Shackleton,'ʃækltәn,,"沙克尔顿(①姓氏 ②Sir Ernest Henry, 1874-1922, 英国南极探险家)",,,,,25770,,,,,,,
shacks,,,n. 棚户（shack的复数形式）,,,,,,,,,,,,
shad,ʃæd,n. bony flesh of herring-like fish usually caught during their migration to fresh water for spawning; especially of Atlantic coast\nn. herring-like food fishes that migrate from the sea to fresh water to spawn,n. 西鲱,,,,,,17330,,,,,,
shadberry,'ʃædbәri,,"n. 唐棣, 唐棣果实",,,,,,,,,,,,
shadbush,'ʃædbuʃ,,n. 唐棣,,,,,,,,,,,,
shaddock,'ʃædәk,,"n. 柚子, 文旦",,,,,,,,,,,,
shade,ʃeid,n. relative darkness caused by light rays being intercepted by an opaque body\nn. a quality of a given color that differs slightly from another color\nn. protective covering that protects something from direct sunlight\nn. a position of relative inferiority,"n. 荫, 阴暗, 遮光物, 灯罩, 帘, 浓淡, 微量, 底纹\nvi. 渐变\nvt. 使阴暗, 使渐变, 遮蔽, 微减\n[计] 底纹",,3,1,gk cet4 cet6 ky toefl,3204,2637,,,,,,
shaded,,a. protected from heat and light with shade or shadow\na. (of pictures or drawings) drawn or painted with degrees or gradations of shadow,adj. 荫蔽的；色彩较暗的,,1,,,14021,12283,,,,,,
shaded area,,,"[计] 阴影区, 阴景面积",,,,,,,,,,,,
shaded curve surface,,,[计] 浓淡曲面,,,,,,,,,,,,
shaded picture,,,"[计] 阴影图, 多灰度彩色图",,,,,,,,,,,,
shaded-pole motor,,,[电] 蔽极式电动机,,,,,,,,,,,,
shadeless,'ʃeidlis,,a. 没有阴影的,,,,,,41923,,,,,,
shader,,,n. 著色器；着色程序,,,,,,,,,,,,
shades,,,n. 墨镜；阴魂咒法术，制造幽影（shade复数）,,,,,,,,,,,,
shadily,'ʃeidili,,"a. 多荫地, 阴暗地, 隐蔽地, 可疑地",,,,,,,,,,,,
shadiness,'ʃeidinis,n. of questionable honesty or legality,"n. 有阴影, 可疑, 暧昧",,,,,,,,,,,,
shading,'ʃeidiŋ,n. graded markings that indicate light or shaded areas in a drawing or painting\nn. a gradation involving small or imperceptible differences between grades,"n. 留下阴影, 描影法, 明暗法, 细微变化\n[计] 底纹",,,,,20337,17456,,,,,,
shading algorithms,,,[计] 浓淡算法,,,,,,,,,,,,
shading coil,,,[电] 蔽圈,,,,,,,,,,,,
shading correction,,,[电] 烘染改正,,,,,,,,,,,,
shading ring,,,[电] 蔽环,,,,,,,,,,,,
shading signal,,,[电] 摄定讯号,,,,,,,,,,,,
shadow,'ʃædәu,n. shade within clear boundaries\nn. a premonition of something adverse\nn. refuge from danger or observation\nn. a dominating and pervasive presence,"n. 阴影, 荫, 影子, 影像, 阴暗, 幽灵, 少许, 隐蔽处, 庇护\nvt. 遮蔽, 使朦胧, 预示, 尾随\nvi. 渐变, 变阴暗\n[计] 阴影",,3,1,gk cet4 cet6 ky,2005,1503,,,,,,
shadow angle,,,[电] 影角,,,,,,,,,,,,
shadow attenuation,,,[电] 阴影衰减,,,,,,,,,,,,
shadow cabinet,,,"影子内阁\n[法] 影子内阁, 总统或首相的智囊团",,,,,,,,,,,,
shadow factor,,,[电] 阴影因数,,,,,,,,,,,,
shadow graphing,,,[计] 阴影图解,,,,,,,,,,,,
shadow line label,,,[计] 阴影线标,,,,,,,,,,,,
shadow loss,,,[电] 阴影损失,,,,,,,,,,,,
shadow mask,,,[电] 阴蔽,,,,,,,,,,,,
shadow memory,,,[计] 影子内存,,,,,,,,,,,,
shadow page,,,[计] 阴影页,,,,,,,,,,,,
shadow page table,,,[计] 阴影页表,,,,,,,,,,,,
shadow play,,,皮影戏,,,,,,,,,,,,
shadow price,,,[计] 预示价格\n[化] 影子价格,,,,,,,,,,,,
shadow RAM,,,[计] 影子随机存储器,,,,,,,,,,,,
shadow region,,,[电] 阴影区,,,,,,,,,,,,
shadow resource,,,[计] 阴影资源,,,,,,,,,,,,
shadow ROM,,,[计] 影子只读存储器,,,,,,,,,,,,
shadow table,,,[计] 影象表,,,,,,,,,,,,
shadow tuning indicator,,,[电] 阴影调谐指示器,,,,,,,,,,,,
shadowbox,'ʃædәubɒks,v. go through boxing motions without an opponent,"vi. 与假想敌作拳击训练, 推委",,,,,,,,,,,,
shadowboxing,'ʃædәubɒksiŋ,n. sparring with an imaginary opponent (for exercise or training),n. 假想拳,,,,,,,,,,,,
shadowed,,,adj. 附有阴影,,,,,24638,17272,,,,,,
shadowgraph,'ʃædәugrɑ:f,,"n. 投影术, 皮影戏, X光照相",,,,,,,,,,,,
shadowiness,'ʃædәuinis,,"n. 有阴影, 阴暗, 朦胧",,,,,,,,,,,,
shadowing,,n. the act of following someone secretly,n. 遮蔽,,,,,,,,,,,,
shadowland,'ʃædәulænd,,n. 虚幻境界,,,,,,,,,,,,
shadowless,'ʃædәulis,,a. 没有影子的,,,,,,37242,,,,,,
shadows,,,n. 阴影，影子（shadow复数）,,,,,,,,,,,,
shadowy,'ʃædәui,s. lacking in substance,"a. 有影的, 暗黑的, 朦胧的, 虚幻的",,1,,cet6,9890,8517,,,,,,
shadrach,'ʃædræk; 'ʃei-,,n. 沙得拉（基督教《圣经》中被Nebuchadnezzar俘获的三人之一）,,,,,,,,,,,,
shady,'ʃeidi,s. filled with shade,"a. 荫凉的, 成荫的, 阴暗的, 隐蔽的\n[法] 成问题的, 令人怀疑的",,1,,cet4 cet6 ky,11535,8245,,,,,,
Shaffer,,,谢弗（人名）,,,,,42783,,,,,,,
shaft,ʃæft,n. a line that forms the length of an arrow pointer\nn. a long rod or pole (especially the handle of an implement or the body of a weapon like a spear or arrow)\nn. a vertical passageway through a building (as for an elevator)\nn. (architecture) upright consisting of the vertical part of a column,"n. 轴, 箭杆, 矛, 矿井\nvt. 装杆于, 利用",,2,,cet6 ky toefl ielts,4732,4696,,,,,,
shaft arm,,,[机] 柄臂,,,,,,,,,,,,
shaft bse system,,,[机] 基轴式,,,,,,,,,,,,
shaft coupling,,,[电] 联轴,,,,,,,,,,,,
shaft current,,,[电] 轴电流,,,,,,,,,,,,
shaft encode,,,[计] 轴角编码,,,,,,,,,,,,
shaft encoder,,,[计] 轴角编码器,,,,,,,,,,,,
shaft governor,,,[机] 轴装调速器,,,,,,,,,,,,
shaft horsepower,,,n. 轴马力\n[机] 轴马力,,,,,,,,,,,,
shaft position encoder,,,[电] 轴位入码器,,,,,,,,,,,,
shaft-position encoder,,,[电] 轴角编码器,,,,,,,,,,,,
shafted,'ʃɑ:ftɪd,, 有箭杆的，有柄的，有羽轴的,,,,,,42317,,,,,,
Shaftesbury,'ʃɑ:ftsbәri,,沙夫茨伯里(姓氏),,,,,20430,,,,,,,
shafting,'ʃæftiŋ,,n. 轴系\n[机] 轴系,,,,,,,,,,,,
shag,ʃæg,n. a strong coarse tobacco that has been shredded\nn. a matted tangle of hair or fiber\nn. a fabric with long coarse nap\nn. a lively dance step consisting of hopping on each foot in turn,"n. 粗毛, 蓬乱一团\nvt. 使蓬松, 使杂乱\nvi. 蓬松",,1,,,26289,18293,,,,,,
shagbark,'ʃægbɑ:k,n. North American hickory having loose grey shaggy bark and edible nuts,n. 小糙皮山核桃树,,,,,,,,,,,,
shagged,'ʃæ^id,s. having a very rough nap or covered with hanging shags,adj.精疲力尽的，非常疲倦的,,,,,,,,,,,,
shagginess,'ʃæginis,n. unkemptness of hair\nn. roughness of nap produced by long woolly hairs,"n. 毛茸茸, 草木丛生",,,,,,,,,,,,
shagging,,,[机] 凿磨浇口,,,,,,,,,,,,
shaggy,'ʃægi,,"a. 毛发蓬乱的, 粗浓的, 草木丛生的",,1,,,16385,12611,,,,,,
shaggy-dog story,,,冗长无聊的故事,,,,,,,,,,,,
shagreen,ʃæ'gri:n,,"n. 绿皮, 鲨革",,,,,,,,,,,,
shagreened,,,"a. 粗面皮革制的, 鲨革制的, 表面粗糙的",,,,,,,,,,,,
shah,ʃɑ:,n. title for the former hereditary monarch of Iran,n. 沙(伊朗国王的称号),,,,,5515,19683,,,,,,
shahid,,,n. 舍希德（阿拉伯语音译，意为“殉教者”）,,,,,,40175,,,,,,
Shai,,,n. (Shai)人名；(日)舍夷(姓)；(中)势(广东话·威妥玛)；(以)沙伊,,,,,18314,,,,,,,
Shaikh,,,n. 酋长；族长,,,,,18274,,,,,,,
shakable,'ʃeikәbl,s. capable of being weakened,"a. 可被摇动的, 可震动的, 可动摇的",,,,,,,,,,,,
shake,ʃeik,v. move or cause to move back and forth\nv. move with or as if with a tremor\nv. undermine or cause to waver\nv. get rid of,"n. 摇动, 震动\nvt. 摇动, 动摇, 使震动, 挥舞\nvi. 震动, 发抖, 动摇",,4,1,zk gk cet4 cet6 ky toefl,1075,851,,,,,,
shake a loose leg,,,过放荡生活,,,,,,,,,,,,
shake and be friends,,,"握手结交, 言归于好",,,,,,,,,,,,
shake down,,,"摇落, 临时搭铺, 适应新环境\n[法] 敲诈, 勒索, 搜查",,,,,,,,,,,,
shake hands with sb,,,同某人握手,,,,,,,,,,,,
shake in one's shoes,,,吓得发抖,,,,,,,,,,,,
shake it up,,,赶快,,,,,,,,,,,,
shake off,,,"抖落, 摆脱",,,,,,,,,,,,
shake off the yoke,,,"拒绝服从, 摆脱枷锁",,,,,,,,,,,,
shake oneself together,,,振作,,,,,,,,,,,,
shake out,,,"抖出, 打开\n[机] 振动脱砂",,,,,,,,,,,,
shake sb down,,,"勒索, 敲诈, 对...进行搜查",,,,,,,,,,,,
shake sb out,,,把...吓出投机市场,,,,,,,,,,,,
shake sb up,,,"摇醒, 使振作, 震动, 震惊",,,,,,,,,,,,
shake sb's hand,,,同某人握手,,,,,,,,,,,,
shake sb.'s hand,,,握手,,,,,,,,,,,,
shake sth down,,,"摇落, 摇匀摊平, 精简, 缩减, 对(船只)进行试航",,,,,,,,,,,,
shake sth out,,,"摇出, 抖开, 打开, 抖出, 把...抖干净",,,,,,,,,,,,
shake sth up,,,"摇匀, 摇松, 把...打散后重新组合, 改组",,,,,,,,,,,,
shake the credit of,,,损害...的信誉,,,,,,,,,,,,
shake the elbows,,,"掷骰子, 赌博",,,,,,,,,,,,
shake the pagoda tree,,,暴发致富,,,,,,,,,,,,
shake up,,,"摇匀, 摇松, 摇醒, 重组, 震动, 震惊",,,,,,,,,,,,
shake with cold,,,冷得发抖,,,,,,,,,,,,
shake-hands,'ʃeikhændz,,n. 握手,,,,,,,,,,,,
shake-off,"'ʃeikɔf,-ɔ:f",,n. 摆脱,,,,,,,,,,,,
shake-out,,,"n. 抖出, 轻度经济衰退\n[经] 精减雇员",,,,,,,,,,,,
shake-out grid,,,[机] 振动清箱栅,,,,,,,,,,,,
shake-out machine,,,"[机] 振动清箱机, 振动清砂机",,,,,,,,,,,,
shake-out property,,,[机] 振动清箱性能,,,,,,,,,,,,
shake-out screen,,,[机] 振动清箱栅,,,,,,,,,,,,
shake-up,'ʃeik'ʌp,,"n. 动摇, 骚动, 革新, 振作, 剧变, 权宜之计",,1,,,,,,,,,,
shake...to its foundations,,,从根本上动摇...,,,,,,,,,,,,
shakedown,'ʃeikdaun,n. initial adjustments to improve the functioning or the efficiency and to bring to a more satisfactory state\nn. a very thorough search of a person or a place\nn. extortion of money (as by blackmail),"n. 便床, 整顿, 调整\na. 试航的",,,,,49062,21727,,,,,,
shakedown period,,,"[计] 试运行期, 试运转周期, 试用期",,,,,,,,,,,,
shaken,'ʃeikәn,,shake的过去分词,,,,,25563,19378,,,,,,
shakeout,"'ʃeik,aut",n. an economic condition that results in the elimination of marginally financed participants in an industry,"n.轻度经济衰退,股票市场震动",,,,,,23455,,,,,,
shaker,'ʃeikә,n. a person who wields power and influence\nn. a member of Christian group practicing celibacy and communal living and common possession of property and separation from the world\nn. a container in which something can be shaken,"n. 摇动者, 摇动器, 混和器\n[计] 筛选",,,,,22037,12708,,,,,,
shaker-sort,,,"[计] 筛选侵分类, 摇动分类",,,,,,,,,,,,
shaker-sort program,,,[计] 筛选分类程序,,,,,,,,,,,,
shaker-table test,,,[电] 摇台测试,,,,,,,,,,,,
shakes,,,n. 摇动；打击；握手（shake的复数）,,,,,,,,,,,,
Shakespeare,'ʃeik.spiә,n. English poet and dramatist considered one of the greatest English writers (1564-1616),n. 莎士比亚,,,,,3709,,,,,,,
Shakespearean,ʃeik'spiәriәn,,莎士比亚(Shakespeare)的,,,,,22533,16907,,,,,,
Shakespeareana,"'ʃeik,spiәri'ɑ:nә",,n. 莎士比亚研究资料汇编,,,,,,,,,,,,
Shakespearian,,n. a Shakespearean scholar\na. of or relating to William Shakespeare or his works,莎士比亚(Shakespeare)的,,,,,33654,36774,,,,,,
Shakespeariana,"'ʃeik,spiәri'ɑ:nә",,n. 莎士比亚研究资料汇编,,,,,,,,,,,,
shakeup,'ʃeikʌp,,n. 摇动；抖摇；震惊；打扰,,,,,,,,,,,,
shakily,'ʃeikili,r. in an insecurely shaky manner\nr. in a manner characterized by trembling or shaking,"ad. 颤抖着, 摇动着, 不可靠地",,,,,17758,21131,,,,,,
shakin,,,n. (Shakin)人名；(俄)沙金,,,,,,,,,,,,
shakiness,'ʃeikinis,n. the quality of being unstable and insecure,"n. 震动, 颤抖, 动摇",,,,,,39225,,,,,,
shaking,'ʃeikiŋ,n. the act of causing something to move up and down (or back and forth) with quick movements\nn. a shaky motion,"n. 摇动, 挥动\n[医] 震动法(一种按摩法); 摇动, 振荡",,,,,21368,13503,,,,,,
shaking device,,,[机] 捣动盛桶,,,,,,,,,,,,
shaking grate,,,[机] 振动炉篦,,,,,,,,,,,,
shaking grate arm,,,[机] 摇动炉篦臂,,,,,,,,,,,,
shaking ladle,,,[机] 摇斗炉,,,,,,,,,,,,
shaking table,,,[机] 摇动台,,,,,,,,,,,,
shaking-out,,,[机] 震落,,,,,,,,,,,,
shakira,,,n. 夏奇拉（女歌手）,,,,,,,,,,,,
shako,'ʃækәu,,n. 有檐平顶筒状军帽,,,,,,,,,,,,
shakoe out machine,,,[机] 振动脱沙机,,,,,,,,,,,,
shakti,'ʃʌkti,n. the female or generative principle; wife of Siva and a benevolent form of Devi,n. 夏克提（性力女神）；性力（女性生殖器官）；生命力（等于Sakti）,,,,,,,,,,,,
shaky,'ʃeiki,s. vibrating slightly and irregularly; as e.g. with fear or cold or like the leaves of an aspen in a breeze,"a. 震动的, 摇晃的, 动摇的",,1,,cet6,8422,6957,,,,,,
shale,ʃeil,n. a sedimentary rock formed by the deposition of successive layers of clay,n. 页岩,,1,,toefl,12995,13136,,,,,,
shalimar,,,一千零一夜香水（品牌名）,,,,,,,,,,,,
shall,ʃæl,,aux. 将,,4,1,zk gk,473,1961,,,,,,
shall not,,,"vi. 将不要, 不会, 必须不, 不可, 不应, 不好吗?, 要不要...?, 不应该, 不要",,,,,,,,,,,,
shallop,'ʃælәp,,"n. 小舟, 轻舟",,,,,,39855,,,,,,
